seed_item_id,seed_category,seed_gender,seed_size,recommended_item_id,recommended_category,recommended_gender,recommended_size,recommended_brand,recommended_provider_price,recommendation_pool_status,similarity_score,budget_alignment_score,final_score,explanation_reasons
L0148,Lehenga,Women,S,L1396,Lehenga,Women,S,Anita Dongre,2054.0,PRIMARY_APPROVE,0.634903,0.679523,0.707593,same_category|exact_gender_match|exact_size_match|same_material|near_category_budget
L0148,Lehenga,Women,S,L0256,Lehenga,Women,M,Tarun Tahiliani,4200.0,PRIMARY_APPROVE,0.778251,0.610517,0.811756,same_category|exact_gender_match|nearest_size_match|same_material|same_condition
L0148,Lehenga,Women,S,L0685,Lehenga,Women,M,Anita Dongre,2364.0,PRIMARY_APPROVE,0.72092,0.78208,0.774936,same_category|exact_gender_match|nearest_size_match|same_material|near_category_budget
L0148,Lehenga,Women,S,L1111,Lehenga,Women,M,Anita Dongre,3166.0,PRIMARY_APPROVE,0.68717,0.952595,0.768981,same_category|exact_gender_match|nearest_size_match|same_material|near_category_budget
L0153,Lehenga,Women,M,L1111,Lehenga,Women,M,Anita Dongre,3166.0,PRIMARY_APPROVE,0.606976,0.952595,0.738874,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0153,Lehenga,Women,M,L0892,Lehenga,Women,M,Anita Dongre,3235.0,PRIMARY_APPROVE,0.604271,0.929767,0.730659,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0153,Lehenga,Women,M,L0322,Lehenga,Women,M,Tarun Tahiliani,3000.0,PRIMARY_APPROVE,0.584518,0.992488,0.726067,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0153,Lehenga,Women,M,L0372,Lehenga,Women,M,Anita Dongre,3000.0,PRIMARY_APPROVE,0.578937,0.992488,0.722998,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0153,Lehenga,Women,M,L0452,Lehenga,Women,M,Anita Dongre,3072.0,PRIMARY_APPROVE,0.579285,0.983693,0.722309,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0232,Lehenga,Women,M,L0685,Lehenga,Women,M,Anita Dongre,2364.0,PRIMARY_APPROVE,0.811768,0.78208,0.838903,same_category|exact_gender_match|exact_size_match|same_material|same_condition
L0232,Lehenga,Women,M,L0254,Lehenga,Women,M,Anita Dongre,2500.0,PRIMARY_APPROVE,0.797049,0.827073,0.830862,same_category|exact_gender_match|exact_size_match|same_material|same_condition
L0232,Lehenga,Women,M,L1111,Lehenga,Women,M,Anita Dongre,3166.0,PRIMARY_APPROVE,0.76704,0.952595,0.826909,same_category|exact_gender_match|exact_size_match|same_material|same_condition
L0232,Lehenga,Women,M,L0372,Lehenga,Women,M,Anita Dongre,3000.0,PRIMARY_APPROVE,0.752725,0.992488,0.818581,same_category|exact_gender_match|exact_size_match|same_material|same_condition
L0232,Lehenga,Women,M,L0322,Lehenga,Women,M,Tarun Tahiliani,3000.0,PRIMARY_APPROVE,0.751466,0.992488,0.817889,same_category|exact_gender_match|exact_size_match|same_material|same_condition
L0254,Lehenga,Women,M,L1111,Lehenga,Women,M,Anita Dongre,3166.0,PRIMARY_APPROVE,0.994514,0.952595,0.95202,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0254,Lehenga,Women,M,L0372,Lehenga,Women,M,Anita Dongre,3000.0,PRIMARY_APPROVE,0.989845,0.992488,0.948997,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0254,Lehenga,Women,M,L0452,Lehenga,Women,M,Anita Dongre,3072.0,PRIMARY_APPROVE,0.986248,0.983693,0.946139,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0254,Lehenga,Women,M,L0892,Lehenga,Women,M,Anita Dongre,3235.0,PRIMARY_APPROVE,0.986711,0.929767,0.941001,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0254,Lehenga,Women,M,L0685,Lehenga,Women,M,Anita Dongre,2364.0,PRIMARY_APPROVE,0.992458,0.78208,0.938282,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0109,Top,Women,S,L1463,Top,Women,S,Zudio,66.0,PRIMARY_APPROVE,0.706455,0.850862,0.780303,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0109,Top,Women,S,L0277,Top,Women,S,Vishal Mega Mart,70.0,PRIMARY_APPROVE,0.630805,0.902429,0.724519,same_category|exact_gender_match|exact_size_match|same_tier|same_condition
L0109,Top,Women,S,L0301,Top,Women,S,Easybuy,80.0,PRIMARY_APPROVE,0.449329,0.968652,0.640218,same_category|exact_gender_match|exact_size_match|same_material|same_condition
L0109,Top,Women,S,L0202,Top,Women,M,Zudio,70.0,PRIMARY_APPROVE,0.582184,0.902429,0.688222,same_category|exact_gender_match|nearest_size_match|same_material|same_tier
L0109,Top,Women,S,L0304,Top,Women,L,Style Bazaar,70.0,PRIMARY_APPROVE,0.507632,0.902429,0.625274,same_category|exact_gender_match|extended_size_match|same_material|same_tier
L0113,Top,Women,S,L0301,Top,Women,S,Easybuy,80.0,PRIMARY_APPROVE,0.80449,0.968652,0.835557,same_category|exact_gender_match|exact_size_match|same_brand|same_condition
L0113,Top,Women,S,L1341,Top,Women,S,Easybuy,89.0,PRIMARY_APPROVE,0.768549,0.852626,0.832631,same_category|exact_gender_match|exact_size_match|same_brand|same_condition
L0113,Top,Women,S,L1459,Top,Women,S,Zudio,38.0,PRIMARY_APPROVE,0.781897,0.48989,0.808144,same_category|exact_gender_match|exact_size_match|same_tier|same_condition
L0113,Top,Women,S,L0267,Top,Women,S,Zudio,60.0,PRIMARY_APPROVE,0.738818,0.773511,0.806812,same_category|exact_gender_match|exact_size_match|same_tier|near_category_budget
L0113,Top,Women,S,L0759,Top,Women,S,Bewakoof,20.0,PRIMARY_APPROVE,0.830229,0.257837,0.792188,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0126,Top,Women,S,L0277,Top,Women,S,Vishal Mega Mart,70.0,PRIMARY_APPROVE,0.632423,0.902429,0.725409,same_category|exact_gender_match|exact_size_match|same_tier|same_condition
L0126,Top,Women,S,L1463,Top,Women,S,Zudio,66.0,PRIMARY_APPROVE,0.531483,0.850862,0.684068,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0126,Top,Women,S,L0304,Top,Women,L,Style Bazaar,70.0,PRIMARY_APPROVE,0.495717,0.902429,0.618721,same_category|exact_gender_match|extended_size_match|same_material|same_tier
L0126,Top,Women,S,L1232,Top,Women,S,Reliance Trends,54.0,REVIEW_FALLBACK,0.986967,0.69616,0.857337,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0126,Top,Women,S,L1032,Top,Women,S,Reliance Trends,37.0,REVIEW_FALLBACK,0.988242,0.476998,0.836122,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0202,Top,Women,M,L0624,Top,Women,M,Style Bazaar,52.0,PRIMARY_APPROVE,0.80676,0.670376,0.824978,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0202,Top,Women,M,L0482,Top,Women,M,Style Bazaar,76.0,PRIMARY_APPROVE,0.725743,0.97978,0.806914,same_category|exact_gender_match|exact_size_match|same_material|same_condition
L0202,Top,Women,M,L1173,Top,Women,M,Zudio,50.0,PRIMARY_APPROVE,0.803538,0.644592,0.801183,same_category|exact_gender_match|exact_size_match|same_material|same_brand
L0202,Top,Women,M,L0466,Top,Women,M,Style Bazaar,66.0,PRIMARY_APPROVE,0.724713,0.850862,0.797901,same_category|exact_gender_match|exact_size_match|same_material|same_condition
L0202,Top,Women,M,L1404,Top,Women,M,Style Bazaar,53.0,PRIMARY_APPROVE,0.716336,0.683268,0.757089,same_category|exact_gender_match|exact_size_match|same_material|near_category_budget
L0206,Top,Women,XS,L0460,Top,Women,XS,Style Bazaar,40.0,PRIMARY_APPROVE,0.896793,0.515674,0.86947,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0206,Top,Women,XS,L0948,Top,Women,XS,Style Bazaar,54.0,PRIMARY_APPROVE,0.868153,0.69616,0.862656,same_category|exact_gender_match|exact_size_match|same_material|same_brand
L0206,Top,Women,XS,L1231,Top,Women,XS,Bewakoof,30.0,PRIMARY_APPROVE,0.603743,0.386755,0.665623,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0206,Top,Women,XS,L1021,Top,Women,XS,Zudio,30.0,PRIMARY_APPROVE,0.54648,0.386755,0.629573,same_category|exact_gender_match|exact_size_match|same_tier|near_category_budget
L0206,Top,Women,XS,L0983,Top,Women,XS,Highlander,20.0,PRIMARY_APPROVE,0.541656,0.257837,0.614028,same_category|exact_gender_match|exact_size_match|same_tier|near_category_budget
L0267,Top,Women,S,L0767,Top,Women,S,Bewakoof,67.0,PRIMARY_APPROVE,0.902048,0.863754,0.928057,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0267,Top,Women,S,L0491,Top,Women,S,Bewakoof,55.0,PRIMARY_APPROVE,0.901844,0.709051,0.912475,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0267,Top,Women,S,L0379,Top,Women,S,Zudio,23.0,PRIMARY_APPROVE,0.949517,0.296512,0.897441,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0267,Top,Women,S,L1459,Top,Women,S,Zudio,38.0,PRIMARY_APPROVE,0.927587,0.48989,0.888273,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0267,Top,Women,S,L1463,Top,Women,S,Zudio,66.0,PRIMARY_APPROVE,0.866279,0.850862,0.868207,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0277,Top,Women,S,L1315,Top,Women,S,Vishal Mega Mart,40.0,PRIMARY_APPROVE,0.793214,0.515674,0.787057,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0277,Top,Women,S,L0113,Top,Women,S,Easybuy,35.0,PRIMARY_APPROVE,0.748799,0.451215,0.763628,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0277,Top,Women,S,L1133,Top,Women,S,Vishal Mega Mart,44.0,PRIMARY_APPROVE,0.747156,0.567241,0.747549,same_category|exact_gender_match|exact_size_match|same_material|same_brand
L0277,Top,Women,S,L0759,Top,Women,S,Bewakoof,20.0,PRIMARY_APPROVE,0.717618,0.257837,0.730251,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0277,Top,Women,S,L0301,Top,Women,S,Easybuy,80.0,PRIMARY_APPROVE,0.607918,0.968652,0.727442,same_category|exact_gender_match|exact_size_match|same_condition|near_category_budget
L0286,Top,Women,S,L1341,Top,Women,S,Easybuy,89.0,PRIMARY_APPROVE,0.731574,0.852626,0.812295,same_category|exact_gender_match|exact_size_match|same_material|same_condition
L0286,Top,Women,S,L0767,Top,Women,S,Bewakoof,67.0,PRIMARY_APPROVE,0.610372,0.863754,0.767635,same_category|exact_gender_match|exact_size_match|same_material|near_category_budget
L0286,Top,Women,S,L0491,Top,Women,S,Bewakoof,55.0,PRIMARY_APPROVE,0.598204,0.709051,0.745473,same_category|exact_gender_match|exact_size_match|same_material|near_category_budget
L0286,Top,Women,S,L0301,Top,Women,S,Easybuy,80.0,PRIMARY_APPROVE,0.635605,0.968652,0.74267,same_category|exact_gender_match|exact_size_match|same_material|same_condition
L0286,Top,Women,S,L0267,Top,Women,S,Zudio,60.0,PRIMARY_APPROVE,0.614633,0.773511,0.73851,same_category|exact_gender_match|exact_size_match|same_material|near_category_budget
L0128,Kurta,Unisex,S,L1159,Kurta,Unisex,L,Aurelia,371.0,PRIMARY_APPROVE,0.508214,0.530755,0.612204,same_category|exact_gender_match|extended_size_match|same_material|same_condition
L0128,Kurta,Unisex,S,L0909,Kurta,Unisex,S,Libas,43.0,PRIMARY_APPROVE,0.379775,0.17029,0.531238,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0128,Kurta,Unisex,S,L1500,Kurta,Unisex,S,Aurelia,34.0,PRIMARY_APPROVE,0.429573,0.134648,0.529619,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0128,Kurta,Unisex,S,L0149,Kurta,Unisex,M,Rangriti,70.0,PRIMARY_APPROVE,0.402184,0.277216,0.558034,same_category|exact_gender_match|nearest_size_match|same_material|same_tier
L0128,Kurta,Unisex,S,L1435,Kurta,Unisex,XS,Libas,40.0,PRIMARY_APPROVE,0.414051,0.158409,0.524347,same_category|exact_gender_match|nearest_size_match|same_material|same_tier
L0149,Kurta,Unisex,M,L0303,Kurta,Unisex,M,Rangriti,110.0,PRIMARY_APPROVE,0.891672,0.435625,0.875093,same_category|exact_gender_match|exact_size_match|same_material|same_brand
L0149,Kurta,Unisex,M,L0268,Kurta,Unisex,M,Soch,200.0,PRIMARY_APPROVE,0.654485,0.792046,0.744505,same_category|exact_gender_match|exact_size_match|same_material|near_category_budget
L0149,Kurta,Unisex,M,L0220,Kurta,Unisex,M,Anouk,250.0,PRIMARY_APPROVE,0.562449,0.990057,0.703241,same_category|exact_gender_match|exact_size_match|same_material|near_category_budget
L0149,Kurta,Unisex,M,L0440,Kurta,Unisex,M,Anouk,231.0,PRIMARY_APPROVE,0.49347,0.914813,0.653335,same_category|exact_gender_match|exact_size_match|same_material|near_category_budget
L0149,Kurta,Unisex,M,L1108,Kurta,Unisex,M,Fabindia,187.0,PRIMARY_APPROVE,0.497584,0.740563,0.638172,same_category|exact_gender_match|exact_size_match|same_material|near_category_budget
L0150,Kurta,Unisex,L,L0981,Kurta,Unisex,L,Rangriti,153.0,REVIEW_FALLBACK,0.862385,0.605915,0.794681,same_category|exact_gender_match|exact_size_match|same_material|same_condition
L0150,Kurta,Unisex,L,L1028,Kurta,Unisex,L,Rangriti,163.0,REVIEW_FALLBACK,0.578541,0.645517,0.678305,same_category|exact_gender_match|exact_size_match|same_material|near_category_budget
L0205,Kurta,Unisex,M,L0268,Kurta,Unisex,M,Soch,200.0,PRIMARY_APPROVE,0.833057,0.792046,0.842719,same_category|exact_gender_match|exact_size_match|same_material|same_condition
L0205,Kurta,Unisex,M,L0220,Kurta,Unisex,M,Anouk,250.0,PRIMARY_APPROVE,0.8084,0.990057,0.838514,same_category|exact_gender_match|exact_size_match|same_material|same_condition
L0205,Kurta,Unisex,M,L0303,Kurta,Unisex,M,Rangriti,110.0,PRIMARY_APPROVE,0.802451,0.435625,0.826021,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0205,Kurta,Unisex,M,L0440,Kurta,Unisex,M,Anouk,231.0,PRIMARY_APPROVE,0.79116,0.914813,0.817064,same_category|exact_gender_match|exact_size_match|same_material|same_condition
L0205,Kurta,Unisex,M,L1108,Kurta,Unisex,M,Fabindia,187.0,PRIMARY_APPROVE,0.796538,0.740563,0.802597,same_category|exact_gender_match|exact_size_match|same_material|same_condition
L0208,Kurta,Unisex,L,L0432,Kurta,Unisex,L,Aurelia,284.0,PRIMARY_APPROVE,0.980385,0.875295,0.972297,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0208,Kurta,Unisex,L,L0357,Kurta,Unisex,L,Aurelia,300.0,PRIMARY_APPROVE,0.999134,0.811931,0.967384,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0208,Kurta,Unisex,L,L1438,Kurta,Unisex,L,Aurelia,207.0,PRIMARY_APPROVE,0.960065,0.819767,0.93179,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0208,Kurta,Unisex,L,L0618,Kurta,Unisex,L,Aurelia,240.0,PRIMARY_APPROVE,0.895277,0.950455,0.921003,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0208,Kurta,Unisex,L,L0353,Kurta,Unisex,L,Rangriti,130.0,PRIMARY_APPROVE,0.890731,0.51483,0.882496,same_category|exact_gender_match|exact_size_match|same_material|same_condition
L0218,Kurta,Unisex,L,L0618,Kurta,Unisex,L,Aurelia,240.0,PRIMARY_APPROVE,0.880149,0.950455,0.912683,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0218,Kurta,Unisex,L,L1035,Kurta,Unisex,L,Aurelia,210.0,PRIMARY_APPROVE,0.911355,0.831648,0.898633,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0218,Kurta,Unisex,L,L0918,Kurta,Unisex,L,Aurelia,203.0,PRIMARY_APPROVE,0.908569,0.803927,0.894328,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0218,Kurta,Unisex,L,L0208,Kurta,Unisex,L,Aurelia,250.0,PRIMARY_APPROVE,0.814468,0.990057,0.88363,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0218,Kurta,Unisex,L,L0432,Kurta,Unisex,L,Aurelia,284.0,PRIMARY_APPROVE,0.803014,0.875295,0.874743,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0220,Kurta,Unisex,M,L0440,Kurta,Unisex,M,Anouk,231.0,PRIMARY_APPROVE,0.992081,0.914813,0.92757,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0220,Kurta,Unisex,M,L0268,Kurta,Unisex,M,Soch,200.0,PRIMARY_APPROVE,0.89526,0.792046,0.876931,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0220,Kurta,Unisex,M,L1108,Kurta,Unisex,M,Fabindia,187.0,PRIMARY_APPROVE,0.906445,0.740563,0.863046,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0220,Kurta,Unisex,M,L0303,Kurta,Unisex,M,Rangriti,110.0,PRIMARY_APPROVE,0.561379,0.435625,0.693432,same_category|exact_gender_match|exact_size_match|same_material|near_category_budget
L0220,Kurta,Unisex,M,L0282,Kurta,Unisex,L,Libas,200.0,PRIMARY_APPROVE,0.808103,0.792046,0.814995,same_category|exact_gender_match|nearest_size_match|same_material|same_tier
L0228,Kurta,Unisex,M,L0268,Kurta,Unisex,M,Soch,200.0,PRIMARY_APPROVE,0.666647,0.792046,0.751194,same_category|exact_gender_match|exact_size_match|same_condition|near_category_budget
L0228,Kurta,Unisex,M,L0220,Kurta,Unisex,M,Anouk,250.0,PRIMARY_APPROVE,0.63007,0.990057,0.740433,same_category|exact_gender_match|exact_size_match|same_condition|near_category_budget
L0228,Kurta,Unisex,M,L1108,Kurta,Unisex,M,Fabindia,187.0,PRIMARY_APPROVE,0.652336,0.740563,0.723285,same_category|exact_gender_match|exact_size_match|same_brand|same_condition
L0228,Kurta,Unisex,M,L0440,Kurta,Unisex,M,Anouk,231.0,PRIMARY_APPROVE,0.59335,0.914813,0.708268,same_category|exact_gender_match|exact_size_match|same_condition|near_category_budget
L0228,Kurta,Unisex,M,L0303,Kurta,Unisex,M,Rangriti,110.0,PRIMARY_APPROVE,0.580576,0.435625,0.70399,same_category|exact_gender_match|exact_size_match|near_category_budget|high_quality_item
